FAM83F	FAM83F	Gene Expression
FAM83G	FAM83G	Gene Expression
FAM83H	FAM83H	Gene Expression
FAM85B	FAM85B	Gene Expression
FAM86B2	FAM86B2	Gene Expression
FAM86C2P	FAM86C2P	Gene Expression
FAM86DP	FAM86DP	Gene Expression
FAM86JP	FAM86JP	Gene Expression
FAM88B	FAM88B	Gene Expression
FAM88C	FAM88C	Gene Expression
FAM89A	FAM89A	Gene Expression
FAM89B	FAM89B	Gene Expression
FAM8A1	FAM8A1	Gene Expression
FAM90A26	FAM90A26	Gene Expression
FAM90A27P	FAM90A27P	Gene Expression
FAM91A1	FAM91A1	Gene Expression
FAM98A	FAM98A	Gene Expression
FAM98B	FAM98B	Gene Expression
FAM98C	FAM98C	Gene Expression
FAM9B	FAM9B	Gene Expression
FAN1	FAN1	Gene Expression
FANCA	FANCA	Gene Expression
FANCB	FANCB	Gene Expression
FANCC	FANCC	Gene Expression
FANCD2	FANCD2	Gene Expression
FANCD2OS	FANCD2OS	Gene Expression
FANCE	FANCE	Gene Expression
FANCF	FANCF	Gene Expression
FANCG	FANCG	Gene Expression
FANCI	FANCI	Gene Expression
FANCL	FANCL	Gene Expression
FANCM	FANCM	Gene Expression
FANK1	FANK1	Gene Expression
FAP	FAP	Gene Expression
FAR1	FAR1	Gene Expression
FAR1-IT1	FAR1-IT1	Gene Expression
FAR2	FAR2	Gene Expression
FARP1	FARP1	Gene Expression
FARP1-AS1	FARP1-AS1	Gene Expression
FARP2	FARP2	Gene Expression
FARS2	FARS2	Gene Expression
FARSA	FARSA	Gene Expression
FARSA-AS1	FARSA-AS1	Gene Expression
FARSB	FARSB	Gene Expression
FAS	FAS	Gene Expression
FASLG	FASLG	Gene Expression
FASN	FASN	Gene Expression
FASTK	FASTK	Gene Expression
FASTKD1	FASTKD1	Gene Expression
FASTKD2	FASTKD2	Gene Expression
FASTKD3	FASTKD3	Gene Expression
FASTKD5	FASTKD5	Gene Expression
FAT1	FAT1	Gene Expression
FAT2	FAT2	Gene Expression
FAT3	FAT3	Gene Expression
FAT4	FAT4	Gene Expression
FAU	FAU	Gene Expression
FAXDC2	FAXDC2	Gene Expression
FBF1	FBF1	Gene Expression
FBH1	FBH1	Gene Expression
FBL	FBL	Gene Expression
FBLL1	FBLL1	Gene Expression
FBLN1	FBLN1	Gene Expression
FBLN2	FBLN2	Gene Expression
FBLN5	FBLN5	Gene Expression
FBLN7	FBLN7	Gene Expression
FBN1	FBN1	Gene Expression
FBN2	FBN2	Gene Expression
FBN3	FBN3	Gene Expression
FBP1	FBP1	Gene Expression
FBP2	FBP2	Gene Expression
FBRS	FBRS	Gene Expression
FBRSL1	FBRSL1	Gene Expression
FBXL12	FBXL12	Gene Expression
FBXL13	FBXL13	Gene Expression
FBXL14	FBXL14	Gene Expression
FBXL15	FBXL15	Gene Expression
FBXL16	FBXL16	Gene Expression
FBXL17	FBXL17	Gene Expression
FBXL18	FBXL18	Gene Expression
FBXL19	FBXL19	Gene Expression
FBXL19-AS1	FBXL19-AS1	Gene Expression
FBXL2	FBXL2	Gene Expression
FBXL20	FBXL20	Gene Expression
FBXL22	FBXL22	Gene Expression
FBXL3	FBXL3	Gene Expression
FBXL4	FBXL4	Gene Expression
FBXL5	FBXL5	Gene Expression
FBXL7	FBXL7	Gene Expression
FBXL8	FBXL8	Gene Expression
FBXO10	FBXO10	Gene Expression
FBXO11	FBXO11	Gene Expression
FBXO15	FBXO15	Gene Expression
FBXO16	FBXO16	Gene Expression
FBXO17	FBXO17	Gene Expression
FBXO2	FBXO2	Gene Expression
FBXO21	FBXO21	Gene Expression
FBXO22	FBXO22	Gene Expression
FBXO24	FBXO24	Gene Expression
FBXO25	FBXO25	Gene Expression
FBXO27	FBXO27	Gene Expression
FBXO28	FBXO28	Gene Expression
FBXO3	FBXO3	Gene Expression
FBXO30	FBXO30	Gene Expression
FBXO31	FBXO31	Gene Expression
FBXO32	FBXO32	Gene Expression
FBXO33	FBXO33	Gene Expression
FBXO34	FBXO34	Gene Expression
FBXO34-AS1	FBXO34-AS1	Gene Expression
FBXO36	FBXO36	Gene Expression
FBXO38	FBXO38	Gene Expression
FBXO38-DT	FBXO38-DT	Gene Expression
FBXO39	FBXO39	Gene Expression
FBXO4	FBXO4	Gene Expression
FBXO41	FBXO41	Gene Expression
FBXO42	FBXO42	Gene Expression
FBXO43	FBXO43	Gene Expression
FBXO44	FBXO44	Gene Expression
FBXO45	FBXO45	Gene Expression
FBXO46	FBXO46	Gene Expression
FBXO47	FBXO47	Gene Expression
FBXO48	FBXO48	Gene Expression
FBXO5	FBXO5	Gene Expression
FBXO6	FBXO6	Gene Expression
FBXO7	FBXO7	Gene Expression
FBXO8	FBXO8	Gene Expression
FBXO9	FBXO9	Gene Expression
FBXW10B	FBXW10B	Gene Expression
FBXW11	FBXW11	Gene Expression
FBXW12	FBXW12	Gene Expression
FBXW2	FBXW2	Gene Expression
FBXW4	FBXW4	Gene Expression
FBXW5	FBXW5	Gene Expression
FBXW7	FBXW7	Gene Expression
FBXW8	FBXW8	Gene Expression
FBXW9	FBXW9	Gene Expression
FCAR	FCAR	Gene Expression
FCER1G	FCER1G	Gene Expression
FCER2	FCER2	Gene Expression
FCF1	FCF1	Gene Expression
FCGBP	FCGBP	Gene Expression
FCGR2A	FCGR2A	Gene Expression
FCGR2B	FCGR2B	Gene Expression
FCGR2C	FCGR2C	Gene Expression
FCGR3A	FCGR3A	Gene Expression
FCGRT	FCGRT	Gene Expression
FCHO1	FCHO1	Gene Expression
FCHO2	FCHO2	Gene Expression
FCHSD1	FCHSD1	Gene Expression
FCHSD2	FCHSD2	Gene Expression
FCMR	FCMR	Gene Expression
FCN1	FCN1	Gene Expression
FCN3	FCN3	Gene Expression
FCRL2	FCRL2	Gene Expression
FCRL3	FCRL3	Gene Expression
FCRL6	FCRL6	Gene Expression
FCRLB	FCRLB	Gene Expression
FCSK	FCSK	Gene Expression
FDFT1	FDFT1	Gene Expression
FDPS	FDPS	Gene Expression
FDX1	FDX1	Gene Expression
FDXACB1	FDXACB1	Gene Expression
FDXR	FDXR	Gene Expression
FECH	FECH	Gene Expression
FEM1A	FEM1A	Gene Expression
FEM1B	FEM1B	Gene Expression
FEM1C	FEM1C	Gene Expression
FEN1	FEN1	Gene Expression
FER	FER	Gene Expression
FER1L5	FER1L5	Gene Expression
FER1L6	FER1L6	Gene Expression
FER1L6-AS1	FER1L6-AS1	Gene Expression
FER1L6-AS2	FER1L6-AS2	Gene Expression
FERMT1	FERMT1	Gene Expression
FERMT2	FERMT2	Gene Expression
FERMT3	FERMT3	Gene Expression
FEZ1	FEZ1	Gene Expression
FEZ2	FEZ2	Gene Expression
FFAR2	FFAR2	Gene Expression
FGD1	FGD1	Gene Expression
FGD2	FGD2	Gene Expression
FGD3	FGD3	Gene Expression
FGD4	FGD4	Gene Expression
FGD5	FGD5	Gene Expression
FGD5-AS1	FGD5-AS1	Gene Expression
FGD6	FGD6	Gene Expression
FGF1	FGF1	Gene Expression
FGF12	FGF12	Gene Expression
FGF13	FGF13	Gene Expression
FGF14	FGF14	Gene Expression
FGF14-IT1	FGF14-IT1	Gene Expression
FGF16	FGF16	Gene Expression
FGF17	FGF17	Gene Expression
FGF18	FGF18	Gene Expression
FGF19	FGF19	Gene Expression
FGF22	FGF22	Gene Expression
FGF23	FGF23	Gene Expression
FGF3	FGF3	Gene Expression
FGF5	FGF5	Gene Expression
FGF7	FGF7	Gene Expression
FGF8	FGF8	Gene Expression
FGF9	FGF9	Gene Expression
FGFBP2	FGFBP2	Gene Expression
FGFBP3	FGFBP3	Gene Expression
FGFR1	FGFR1	Gene Expression
FGFR1OP2	FGFR1OP2	Gene Expression
FGFR2	FGFR2	Gene Expression
FGFR3	FGFR3	Gene Expression
FGFR4	FGFR4	Gene Expression
FGFRL1	FGFRL1	Gene Expression
FGGY	FGGY	Gene Expression
FGGY-DT	FGGY-DT	Gene Expression
FGL1	FGL1	Gene Expression
FGL2	FGL2	Gene Expression
FGR	FGR	Gene Expression
FH	FH	Gene Expression
FHAD1	FHAD1	Gene Expression
FHAD1-AS1	FHAD1-AS1	Gene Expression
FHDC1	FHDC1	Gene Expression
FHIP1A	FHIP1A	Gene Expression
FHIP1B	FHIP1B	Gene Expression
FHIP2A	FHIP2A	Gene Expression
FHIP2B	FHIP2B	Gene Expression
FHIT	FHIT	Gene Expression
FHL1	FHL1	Gene Expression
FHL2	FHL2	Gene Expression
FHL3	FHL3	Gene Expression
FHL5	FHL5	Gene Expression
FHOD1	FHOD1	Gene Expression
FHOD3	FHOD3	Gene Expression
FIBP	FIBP	Gene Expression
FICD	FICD	Gene Expression
FIG4	FIG4	Gene Expression
FIGN	FIGN	Gene Expression
FIGNL1	FIGNL1	Gene Expression
FIGNL2	FIGNL2	Gene Expression
FILIP1	FILIP1	Gene Expression
FILIP1L	FILIP1L	Gene Expression
FILNC1	FILNC1	Gene Expression
FIP1L1	FIP1L1	Gene Expression
FIRRE	FIRRE	Gene Expression
FIS1	FIS1	Gene Expression
FITM1	FITM1	Gene Expression
FITM2	FITM2	Gene Expression
FIZ1	FIZ1	Gene Expression
FKBP10	FKBP10	Gene Expression
FKBP11	FKBP11	Gene Expression
FKBP14	FKBP14	Gene Expression
FKBP14-AS1	FKBP14-AS1	Gene Expression
FKBP15	FKBP15	Gene Expression
FKBP1A	FKBP1A	Gene Expression
FKBP1B	FKBP1B	Gene Expression
FKBP1C	FKBP1C	Gene Expression
FKBP3	FKBP3	Gene Expression
FKBP4	FKBP4	Gene Expression
FKBP5	FKBP5	Gene Expression
FKBP7	FKBP7	Gene Expression
FKBP8	FKBP8	Gene Expression
FKBPL	FKBPL	Gene Expression
FKRP	FKRP	Gene Expression
FKTN	FKTN	Gene Expression
FLACC1	FLACC1	Gene Expression
FLAD1	FLAD1	Gene Expression
FLCN	FLCN	Gene Expression
FLG-AS1	FLG-AS1	Gene Expression
FLI1	FLI1	Gene Expression
FLII	FLII	Gene Expression
FLJ12825	FLJ12825	Gene Expression
FLJ13224	FLJ13224	Gene Expression
FLJ20021	FLJ20021	Gene Expression
FLJ40194	FLJ40194	Gene Expression
FLJ40288	FLJ40288	Gene Expression
FLJ42969	FLJ42969	Gene Expression
FLJ43315	FLJ43315	Gene Expression
FLJ46284	FLJ46284	Gene Expression
FLNA	FLNA	Gene Expression
FLNB	FLNB	Gene Expression
FLNC	FLNC	Gene Expression
FLOT1	FLOT1	Gene Expression
FLOT2	FLOT2	Gene Expression
FLRT2	FLRT2	Gene Expression
FLRT2-AS1	FLRT2-AS1	Gene Expression
FLRT3	FLRT3	Gene Expression
FLT1	FLT1	Gene Expression
FLT3	FLT3	Gene Expression
FLT3LG	FLT3LG	Gene Expression
FLT4	FLT4	Gene Expression
FLVCR1	FLVCR1	Gene Expression
FLVCR1-DT	FLVCR1-DT	Gene Expression
FLVCR2	FLVCR2	Gene Expression
FLYWCH1	FLYWCH1	Gene Expression
FLYWCH2	FLYWCH2	Gene Expression
FMC1	FMC1	Gene Expression
FMN1	FMN1	Gene Expression
FMN2	FMN2	Gene Expression
FMNL1	FMNL1	Gene Expression
FMNL1-AS1	FMNL1-AS1	Gene Expression
FMNL1-DT	FMNL1-DT	Gene Expression
FMNL2	FMNL2	Gene Expression
FMNL3	FMNL3	Gene Expression
FMO1	FMO1	Gene Expression
FMO2	FMO2	Gene Expression
FMO3	FMO3	Gene Expression
FMO4	FMO4	Gene Expression
FMO5	FMO5	Gene Expression
FMR1	FMR1	Gene Expression
FN1	FN1	Gene Expression
FN3K	FN3K	Gene Expression
FN3KRP	FN3KRP	Gene Expression
FNBP1	FNBP1	Gene Expression
FNBP1L	FNBP1L	Gene Expression
FNBP4	FNBP4	Gene Expression
FNDC10	FNDC10	Gene Expression
FNDC3A	FNDC3A	Gene Expression
FNDC3B	FNDC3B	Gene Expression
FNDC4	FNDC4	Gene Expression
FNDC5	FNDC5	Gene Expression
FNDC7	FNDC7	Gene Expression
FNIP1	FNIP1	Gene Expression
FNIP2	FNIP2	Gene Expression
FNTA	FNTA	Gene Expression
FNTB	FNTB	Gene Expression
FOCAD	FOCAD	Gene Expression
FOLH1B	FOLH1B	Gene Expression
FOLR2	FOLR2	Gene Expression
FOS	FOS	Gene Expression
FOSB	FOSB	Gene Expression
FOSL1	FOSL1	Gene Expression
FOSL2	FOSL2	Gene Expression
FOSL2-AS1	FOSL2-AS1	Gene Expression
FOXA3	FOXA3	Gene Expression
FOXB1	FOXB1	Gene Expression
FOXB2	FOXB2	Gene Expression
FOXC1	FOXC1	Gene Expression
FOXD1	FOXD1	Gene Expression
FOXD2	FOXD2	Gene Expression
FOXD2-AS1	FOXD2-AS1	Gene Expression
FOXD4L5	FOXD4L5	Gene Expression
FOXE1	FOXE1	Gene Expression
FOXG1-AS1	FOXG1-AS1	Gene Expression
FOXH1	FOXH1	Gene Expression
FOXI1	FOXI1	Gene Expression
FOXJ1	FOXJ1	Gene Expression
FOXJ2	FOXJ2	Gene Expression
FOXJ3	FOXJ3	Gene Expression
FOXK1	FOXK1	Gene Expression
FOXK2	FOXK2	Gene Expression
FOXM1	FOXM1	Gene Expression
FOXN2	FOXN2	Gene Expression
FOXN3	FOXN3	Gene Expression
FOXN3-AS1	FOXN3-AS1	Gene Expression
FOXN4	FOXN4	Gene Expression
FOXO1	FOXO1	Gene Expression
FOXO3	FOXO3	Gene Expression
FOXO3B	FOXO3B	Gene Expression
FOXO4	FOXO4	Gene Expression
FOXP1	FOXP1	Gene Expression
FOXP1-AS1	FOXP1-AS1	Gene Expression
FOXP1-IT1	FOXP1-IT1	Gene Expression
FOXP2	FOXP2	Gene Expression
FOXP3	FOXP3	Gene Expression
FOXP4	FOXP4	Gene Expression
FOXP4-AS1	FOXP4-AS1	Gene Expression
FOXRED1	FOXRED1	Gene Expression
FOXRED2	FOXRED2	Gene Expression
FPGS	FPGS	Gene Expression
FPGT	FPGT	Gene Expression
FPR1	FPR1	Gene Expression
FPR2	FPR2	Gene Expression
FRA10AC1	FRA10AC1	Gene Expression
FRAS1	FRAS1	Gene Expression
FRAT1	FRAT1	Gene Expression
FRAT2	FRAT2	Gene Expression
FREM1	FREM1	Gene Expression
FREM2	FREM2	Gene Expression
FREM3	FREM3	Gene Expression
FRG1	FRG1	Gene Expression
FRG1-DT	FRG1-DT	Gene Expression
FRK	FRK	Gene Expression
FRMD3	FRMD3	Gene Expression
FRMD4A	FRMD4A	Gene Expression
FRMD4B	FRMD4B	Gene Expression
FRMD5	FRMD5	Gene Expression
FRMD6	FRMD6	Gene Expression
FRMD6-AS2	FRMD6-AS2	Gene Expression
FRMD8	FRMD8	Gene Expression
FRMPD1	FRMPD1	Gene Expression
FRMPD3	FRMPD3	Gene Expression
FRMPD3-AS1	FRMPD3-AS1	Gene Expression
FRMPD4	FRMPD4	Gene Expression
FRRS1	FRRS1	Gene Expression
FRRS1L	FRRS1L	Gene Expression
FRS2	FRS2	Gene Expression
FRS3	FRS3	Gene Expression
FRY	FRY	Gene Expression
FRY-AS1	FRY-AS1	Gene Expression
FRYL	FRYL	Gene Expression
FSCN1	FSCN1	Gene Expression
FSCN3	FSCN3	Gene Expression
FSD1	FSD1	Gene Expression
FSD1L	FSD1L	Gene Expression
FSD2	FSD2	Gene Expression
FSHR	FSHR	Gene Expression
FSIP1	FSIP1	Gene Expression
FSIP2	FSIP2	Gene Expression
FST	FST	Gene Expression
FSTL3	FSTL3	Gene Expression
FSTL4	FSTL4	Gene Expression
FSTL5	FSTL5	Gene Expression
FTCD	FTCD	Gene Expression
FTCDNL1	FTCDNL1	Gene Expression
FTH1	FTH1	Gene Expression
FTL	FTL	Gene Expression
FTO	FTO	Gene Expression
FTSJ1	FTSJ1	Gene Expression
FTSJ3	FTSJ3	Gene Expression
FTX	FTX	Gene Expression
FUBP1	FUBP1	Gene Expression
FUBP3	FUBP3	Gene Expression
FUCA1	FUCA1	Gene Expression
FUCA2	FUCA2	Gene Expression
FUNDC1	FUNDC1	Gene Expression
FUNDC2	FUNDC2	Gene Expression
FUOM	FUOM	Gene Expression
FURIN	FURIN	Gene Expression
FUS	FUS	Gene Expression
FUT1	FUT1	Gene Expression
FUT10	FUT10	Gene Expression
FUT11	FUT11	Gene Expression
FUT4	FUT4	Gene Expression
FUT8	FUT8	Gene Expression
FUT8-AS1	FUT8-AS1	Gene Expression
FUT9	FUT9	Gene Expression
FUZ	FUZ	Gene Expression
FXN	FXN	Gene Expression
FXR1	FXR1	Gene Expression
FXR2	FXR2	Gene Expression
FXYD2	FXYD2	Gene Expression
FXYD5	FXYD5	Gene Expression
FXYD7	FXYD7	Gene Expression
FYB1	FYB1	Gene Expression
FYB2	FYB2	Gene Expression
FYCO1	FYCO1	Gene Expression
FYN	FYN	Gene Expression
FYTTD1	FYTTD1	Gene Expression
FZD1	FZD1	Gene Expression
FZD3	FZD3	Gene Expression
FZD4	FZD4	Gene Expression
FZD4-DT	FZD4-DT	Gene Expression
FZD5	FZD5	Gene Expression
FZD6	FZD6	Gene Expression
FZD7	FZD7	Gene Expression
FZD8	FZD8	Gene Expression
FZR1	FZR1	Gene Expression
G0S2	G0S2	Gene Expression
G2E3	G2E3	Gene Expression
G2E3-AS1	G2E3-AS1	Gene Expression
G3BP1	G3BP1	Gene Expression
G3BP2	G3BP2	Gene Expression
G6PC3	G6PC3	Gene Expression
G6PD	G6PD	Gene Expression
GAA	GAA	Gene Expression
GAB1	GAB1	Gene Expression
GAB2	GAB2	Gene Expression
GAB3	GAB3	Gene Expression
GAB4	GAB4	Gene Expression
GABARAP	GABARAP	Gene Expression
GABARAPL1	GABARAPL1	Gene Expression
GABARAPL1-AS1	GABARAPL1-AS1	Gene Expression
GABARAPL2	GABARAPL2	Gene Expression
GABBR1	GABBR1	Gene Expression
GABBR2	GABBR2	Gene Expression
GABPA	GABPA	Gene Expression
GABPB1	GABPB1	Gene Expression
GABPB1-AS1	GABPB1-AS1	Gene Expression
GABPB1-IT1	GABPB1-IT1	Gene Expression
GABPB2	GABPB2	Gene Expression
GABRA1	GABRA1	Gene Expression
GABRA2	GABRA2	Gene Expression
GABRA3	GABRA3	Gene Expression
GABRA6	GABRA6	Gene Expression
GABRB1	GABRB1	Gene Expression
GABRB2	GABRB2	Gene Expression
GABRB3	GABRB3	Gene Expression
GABRG1	GABRG1	Gene Expression
GABRG2	GABRG2	Gene Expression
GABRG3	GABRG3	Gene Expression
GABRG3-AS1	GABRG3-AS1	Gene Expression
GABRR1	GABRR1	Gene Expression
GABRR2	GABRR2	Gene Expression
GABRR3	GABRR3	Gene Expression
GACAT1	GACAT1	Gene Expression
GAD1	GAD1	Gene Expression
GAD2	GAD2	Gene Expression
GADD45A	GADD45A	Gene Expression
GADD45B	GADD45B	Gene Expression
GADD45G	GADD45G	Gene Expression
GADD45GIP1	GADD45GIP1	Gene Expression
GAK	GAK	Gene Expression
GAL3ST1	GAL3ST1	Gene Expression
GAL3ST2	GAL3ST2	Gene Expression
GAL3ST4	GAL3ST4	Gene Expression
GALC	GALC	Gene Expression
GALE	GALE	Gene Expression
GALK1	GALK1	Gene Expression
GALK2	GALK2	Gene Expression
GALM	GALM	Gene Expression
GALNS	GALNS	Gene Expression
GALNT1	GALNT1	Gene Expression
GALNT10	GALNT10	Gene Expression
GALNT11	GALNT11	Gene Expression
GALNT12	GALNT12	Gene Expression
GALNT13	GALNT13	Gene Expression
GALNT14	GALNT14	Gene Expression
GALNT15	GALNT15	Gene Expression
GALNT16-AS1	GALNT16-AS1	Gene Expression
GALNT17	GALNT17	Gene Expression
GALNT18	GALNT18	Gene Expression
GALNT2	GALNT2	Gene Expression
GALNT3	GALNT3	Gene Expression
GALNT6	GALNT6	Gene Expression
GALNT7	GALNT7	Gene Expression
GALNT7-DT	GALNT7-DT	Gene Expression
GALNT8	GALNT8	Gene Expression
GALNT9	GALNT9	Gene Expression
GALNTL5	GALNTL5	Gene Expression
GALNTL6	GALNTL6	Gene Expression
GALR1	GALR1	Gene Expression
GALT	GALT	Gene Expression
GAMT	GAMT	Gene Expression
GAN	GAN	Gene Expression
GANAB	GANAB	Gene Expression
GANC	GANC	Gene Expression
GAP43	GAP43	Gene Expression
GAPDH	GAPDH	Gene Expression
GAPDHS	GAPDHS	Gene Expression
GAPLINC	GAPLINC	Gene Expression
GAPT	GAPT	Gene Expression
GAPVD1	GAPVD1	Gene Expression
GAR1	GAR1	Gene Expression
GAREM1	GAREM1	Gene Expression
GAREM2	GAREM2	Gene Expression
GARIN1A	GARIN1A	Gene Expression
GARIN1B	GARIN1B	Gene Expression
GARIN2	GARIN2	Gene Expression
GARIN3	GARIN3	Gene Expression
GARIN5A	GARIN5A	Gene Expression
GARNL3	GARNL3	Gene Expression
GARRE1	GARRE1	Gene Expression
GARS1	GARS1	Gene Expression
GARS1-DT	GARS1-DT	Gene Expression
GART	GART	Gene Expression
GAS1	GAS1	Gene Expression
GAS1RR	GAS1RR	Gene Expression
GAS2	GAS2	Gene Expression
GAS2L1	GAS2L1	Gene Expression
GAS2L3	GAS2L3	Gene Expression
GAS5	GAS5	Gene Expression
GAS5-AS1	GAS5-AS1	Gene Expression
GAS7	GAS7	Gene Expression
GASAL1	GASAL1	Gene Expression
GASK1A	GASK1A	Gene Expression
GASK1B-AS1	GASK1B-AS1	Gene Expression
GATA1	GATA1	Gene Expression
GATA2	GATA2	Gene Expression
GATA3	GATA3	Gene Expression
GATA3-AS1	GATA3-AS1	Gene Expression
GATA4	GATA4	Gene Expression
GATA6	GATA6	Gene Expression
GATAD1	GATAD1	Gene Expression
GATAD2A	GATAD2A	Gene Expression
GATAD2B	GATAD2B	Gene Expression
GATB	GATB	Gene Expression
GATC	GATC	Gene Expression
GATD1	GATD1	Gene Expression
GATD1-DT	GATD1-DT	Gene Expression
GATD3	GATD3	Gene Expression
GATM	GATM	Gene Expression
GAU1	GAU1	Gene Expression
GBA	GBA	Gene Expression
GBA2	GBA2	Gene Expression
GBA3	GBA3	Gene Expression
GBE1	GBE1	Gene Expression
GBF1	GBF1	Gene Expression
GBP1	GBP1	Gene Expression
GBP1P1	GBP1P1	Gene Expression
GBP2	GBP2	Gene Expression
GBP3	GBP3	Gene Expression
GBP4	GBP4	Gene Expression
GBP5	GBP5	Gene Expression
GBX1	GBX1	Gene Expression
GBX2-AS1	GBX2-AS1	Gene Expression
GCA	GCA	Gene Expression
GCC1	GCC1	Gene Expression
GCC2	GCC2	Gene Expression
GCC2-AS1	GCC2-AS1	Gene Expression
GCDH	GCDH	Gene Expression
GCFC2	GCFC2	Gene Expression
GCH1	GCH1	Gene Expression
GCHFR	GCHFR	Gene Expression
GCK	GCK	Gene Expression
GCLC	GCLC	Gene Expression
GCLM	GCLM	Gene Expression
GCM1	GCM1	Gene Expression
GCN1	GCN1	Gene Expression
GCNA	GCNA	Gene Expression
GCNT1	GCNT1	Gene Expression
GCNT2	GCNT2	Gene Expression
GCNT3	GCNT3	Gene Expression
GCNT4	GCNT4	Gene Expression
GCNT7	GCNT7	Gene Expression
GCSAM	GCSAM	Gene Expression
GCSAML	GCSAML	Gene Expression
GCSH	GCSH	Gene Expression
GDA	GDA	Gene Expression
GDAP1	GDAP1	Gene Expression
GDAP2	GDAP2	Gene Expression
GDE1	GDE1	Gene Expression
GDF11	GDF11	Gene Expression
GDF15	GDF15	Gene Expression
GDF5	GDF5	Gene Expression
GDF6	GDF6	Gene Expression
GDF7	GDF7	Gene Expression
GDF9	GDF9	Gene Expression
GDI1	GDI1	Gene Expression
GDI2	GDI2	Gene Expression
GDNF-AS1	GDNF-AS1	Gene Expression
GDPD1	GDPD1	Gene Expression
GDPD3	GDPD3	Gene Expression
GDPD4	GDPD4	Gene Expression
GDPD5	GDPD5	Gene Expression
GEM	GEM	Gene Expression
GEMIN2	GEMIN2	Gene Expression
GEMIN4	GEMIN4	Gene Expression
GEMIN5	GEMIN5	Gene Expression
GEMIN6	GEMIN6	Gene Expression
GEMIN7	GEMIN7	Gene Expression
GEMIN7-AS1	GEMIN7-AS1	Gene Expression
GEMIN8	GEMIN8	Gene Expression
GEN1	GEN1	Gene Expression
GET1	GET1	Gene Expression
GET3	GET3	Gene Expression
GFER	GFER	Gene Expression
GFI1	GFI1	Gene Expression
GFI1B	GFI1B	Gene Expression
GFM1	GFM1	Gene Expression
GFM2	GFM2	Gene Expression
GFOD1	GFOD1	Gene Expression
GFOD2	GFOD2	Gene Expression
GFPT1	GFPT1	Gene Expression
GFPT2	GFPT2	Gene Expression
GFRA1	GFRA1	Gene Expression
GFRA2	GFRA2	Gene Expression
GFRA3	GFRA3	Gene Expression
GFRAL	GFRAL	Gene Expression
GFUS	GFUS	Gene Expression
GGA1	GGA1	Gene Expression
GGA2	GGA2	Gene Expression
GGA3	GGA3	Gene Expression
GGACT	GGACT	Gene Expression
GGCT	GGCT	Gene Expression
GGCX	GGCX	Gene Expression
GGH	GGH	Gene Expression
GGN	GGN	Gene Expression
GGNBP2	GGNBP2	Gene Expression
GGPS1	GGPS1	Gene Expression
GGT5	GGT5	Gene Expression
GGT7	GGT7	Gene Expression
GGTA1	GGTA1	Gene Expression
GGTLC2	GGTLC2	Gene Expression
GH2	GH2	Gene Expression
GHDC	GHDC	Gene Expression
GHET1	GHET1	Gene Expression
GHITM	GHITM	Gene Expression
GHR	GHR	Gene Expression
GHRL	GHRL	Gene Expression
GHRLOS	GHRLOS	Gene Expression
GID4	GID4	Gene Expression
GID8	GID8	Gene Expression
GIGYF1	GIGYF1	Gene Expression
GIGYF2	GIGYF2	Gene Expression
GIHCG	GIHCG	Gene Expression
GIMAP1	GIMAP1	Gene Expression
GIMAP2	GIMAP2	Gene Expression
GIMAP4	GIMAP4	Gene Expression
GIMAP5	GIMAP5	Gene Expression
GIMAP6	GIMAP6	Gene Expression
GIMAP7	GIMAP7	Gene Expression
GIMAP8	GIMAP8	Gene Expression
GIN1	GIN1	Gene Expression
GINM1	GINM1	Gene Expression
GINS1	GINS1	Gene Expression
GINS2	GINS2	Gene Expression
GINS3	GINS3	Gene Expression
GINS4	GINS4	Gene Expression
GIPC1	GIPC1	Gene Expression
GIPC2	GIPC2	Gene Expression
GIPR	GIPR	Gene Expression
GIT1	GIT1	Gene Expression
GIT2	GIT2	Gene Expression
GJB1	GJB1	Gene Expression
GJB2	GJB2	Gene Expression
GJB6	GJB6	Gene Expression
GJB7	GJB7	Gene Expression
GJC1	GJC1	Gene Expression
GJC2	GJC2	Gene Expression
GJC3	GJC3	Gene Expression
GJD2	GJD2	Gene Expression
GJD3-AS1	GJD3-AS1	Gene Expression
GK	GK	Gene Expression
GK3P	GK3P	Gene Expression
GK5	GK5	Gene Expression
GKAP1	GKAP1	Gene Expression
GLA	GLA	Gene Expression
GLB1	GLB1	Gene Expression
GLB1L	GLB1L	Gene Expression
GLB1L2	GLB1L2	Gene Expression
GLB1L3	GLB1L3	Gene Expression
GLCCI1	GLCCI1	Gene Expression
GLCCI1-DT	GLCCI1-DT	Gene Expression
GLCE	GLCE	Gene Expression
GLDC	GLDC	Gene Expression
GLDN	GLDN	Gene Expression
GLE1	GLE1	Gene Expression
GLG1	GLG1	Gene Expression
GLI1	GLI1	Gene Expression
GLI2	GLI2	Gene Expression
GLI3	GLI3	Gene Expression
GLI4	GLI4	Gene Expression
GLIDR	GLIDR	Gene Expression
GLIPR1	GLIPR1	Gene Expression
GLIPR1-AS1	GLIPR1-AS1	Gene Expression
GLIPR1L1	GLIPR1L1	Gene Expression
GLIPR1L2	GLIPR1L2	Gene Expression
GLIPR2	GLIPR2	Gene Expression
GLIS1	GLIS1	Gene Expression
GLIS2	GLIS2	Gene Expression
GLIS3	GLIS3	Gene Expression
GLMN	GLMN	Gene Expression
GLMP	GLMP	Gene Expression
